word,char_count,corpus_count,term_freq,inv_doc_freq,tfidf
0,well,44,186,0.013513513513513514,143.48387096774192,0.06711111664115232
1,know,42,417,0.012899262899262898,64.0,0.0536465262595535
2,oh,38,451,0.01167076167076167,59.175166297117514,0.04762256593824331
3,like,33,268,0.010135135135135136,99.58208955223881,0.04663157761467179
4,rick,32,457,0.009828009828009828,58.39824945295405,0.03997332593871517
5,okay,30,175,0.009213759213759214,152.50285714285715,0.04631925673742284
6,hey,30,168,0.009213759213759214,158.85714285714286,0.04669538076555787
7,uh,29,138,0.008906633906633907,193.3913043478261,0.04689089464988846
8,beth,28,47,0.0085995085995086,567.8297872340426,0.054536550275354916
9,yeah,24,246,0.007371007371007371,108.48780487804878,0.03454524154220721
10,right,24,235,0.007371007371007371,113.56595744680851,0.03488243580600232
11,look,23,119,0.007063882063882064,224.2689075630252,0.03823570444627756
12,morty,23,697,0.007063882063882064,38.28981348637016,0.025749149131189447
13,got,23,205,0.007063882063882064,130.18536585365854,0.03439375445284444
14,going,22,99,0.006756756756756757,269.57575757575756,0.037816550371783
15,think,21,144,0.006449631449631449,185.33333333333334,0.03368098160848646
16,wait,21,80,0.006449631449631449,333.6,0.03747198896811315
17,get,21,262,0.006449631449631449,101.86259541984732,0.029820675930388483
18,one,19,151,0.005835380835380835,176.74172185430464,0.030196283752618985
19,whoa,19,112,0.005835380835380835,238.28571428571428,0.03193978447278999
20,planet,19,54,0.005835380835380835,494.22222222222223,0.03619678130015042
21,want,18,136,0.005528255528255528,196.23529411764707,0.029185399124571125
22,go,17,211,0.005221130221130221,126.48341232227489,0.025270850712101018
23,thing,17,98,0.005221130221130221,272.3265306122449,0.02927488668620833
24,gonna,16,237,0.004914004914004914,112.60759493670886,0.02321331284532355
25,god,16,148,0.004914004914004914,180.32432432432432,0.025527061579333456
26,guys,15,88,0.004606879606879607,303.27272727272725,0.026326623882126535
27,son,15,31,0.004606879606879607,860.9032258064516,0.031133209923249354
28,love,15,72,0.004606879606879607,370.6666666666667,0.027251089616749467
29,family,14,59,0.0042997542997543,452.33898305084745,0.026290554685976214
30,yes,14,66,0.0042997542997543,404.3636363636364,0.025808477851304874
31,mean,13,117,0.003992628992628993,228.10256410256412,0.02167915841974488
32,father,13,31,0.003992628992628993,860.9032258064516,0.02698211526681611
33,good,13,102,0.003992628992628993,261.6470588235294,0.022226951595320833
34,would,13,97,0.003992628992628993,275.1340206185567,0.022427628454089733
35,let,12,124,0.0036855036855036856,215.2258064516129,0.019797374961499154
36,way,12,60,0.0036855036855036856,444.8,0.022472818462910465
37,us,12,105,0.0036855036855036856,254.17142857142858,0.020410352414008414
38,could,12,104,0.0036855036855036856,256.61538461538464,0.020445620660996686
39,house,12,33,0.0036855036855036856,808.7272727272727,0.024676148932525774
40,back,12,117,0.0036855036855036856,228.10256410256412,0.020011530848995273
41,science,11,29,0.0033783783783783786,920.2758620689655,0.02305632930801351
42,time,11,148,0.0033783783783783786,180.32432432432432,0.017549854835791752
43,jerry,11,149,0.0033783783783783786,179.11409395973155,0.017527104727070992
44,nice,11,36,0.0033783783783783786,741.3333333333334,0.02232584583345393
45,pluto,11,16,0.0033783783783783786,1668.0,0.02506547494229288
46,real,10,70,0.003071253071253071,381.25714285714287,0.018253912970236836
47,come,10,131,0.003071253071253071,203.72519083969465,0.016329152278738702
48,say,10,83,0.003071253071253071,321.5421686746988,0.017730739242511902
49,little,10,101,0.003071253071253071,264.23762376237624,0.017127913969033213
50,guess,10,44,0.003071253071253071,606.5454545454545,0.019679912995209495
51,saying,10,35,0.003071253071253071,762.5142857142857,0.020382743377361977
52,ca,10,88,0.003071253071253071,303.27272727272725,0.017551082588084358
53,um,10,50,0.003071253071253071,533.76,0.01928730436035113
54,stop,10,62,0.003071253071253071,430.4516129032258,0.018626642875041097
55,ah,10,23,0.003071253071253071,1160.3478260869565,0.021672220790016346
56,see,9,85,0.002764127764127764,313.9764705882353,0.01589184964312451
57,really,9,116,0.002764127764127764,230.06896551724137,0.015032374701003985
58,something,9,87,0.002764127764127764,306.7586206896552,0.01582756470470977
59,maybe,9,53,0.002764127764127764,503.54716981132077,0.017197511217585122
60,make,9,84,0.002764127764127764,317.7142857142857,0.015924561596079984
61,still,9,35,0.002764127764127764,762.5142857142857,0.01834446903962578
62,summer,9,139,0.002764127764127764,192.0,0.014532388927595218
63,sure,9,47,0.002764127764127764,567.8297872340426,0.017529605445649795
64,take,9,110,0.002764127764127764,242.61818181818182,0.015179177043702247
65,mm,9,14,0.002764127764127764,1906.2857142857142,0.02087721369161208
66,tell,9,52,0.002764127764127764,513.2307692307693,0.017250162862160138
67,keep,8,38,0.002457002457002457,702.3157894736842,0.016104135492462132
68,kind,8,43,0.002457002457002457,620.6511627906976,0.015800415698930984
69,man,8,107,0.002457002457002457,249.42056074766356,0.013560541697043162
70,friend,8,24,0.002457002457002457,1112.0,0.017233207554817023
71,please,8,44,0.002457002457002457,606.5454545454545,0.0157439303961676
72,thank,8,33,0.002457002457002457,808.7272727272727,0.016450765955017183
73,life,8,60,0.002457002457002457,444.8,0.014981878975273642
74,people,8,75,0.002457002457002457,355.84,0.014433614721430375
75,aah,8,21,0.002457002457002457,1270.857142857143,0.017561294514582434
76,hell,8,62,0.002457002457002457,430.4516129032258,0.014901314300032878
77,need,8,70,0.002457002457002457,381.25714285714287,0.01460313037618947
78,two,8,45,0.002457002457002457,593.0666666666667,0.015688714534123228
79,davin,8,13,0.002457002457002457,2052.923076923077,0.018739606751098124
80,best,7,25,0.00214987714987715,1067.52,0.014991294337233388
81,thought,7,34,0.00214987714987715,784.9411764705883,0.014330240007308412
82,wife,7,9,0.00214987714987715,2965.3333333333335,0.01718771900944588
