word,char_count,corpus_count,term_freq,inv_doc_freq,tfidf
30,want,52,136,0.0038407563335549153,196.23529411764707,0.020276560293224458
31,okay,50,175,0.0036930349361104955,152.50285714285715,0.018565563672483045
32,mean,49,117,0.003619174237388286,228.10256410256412,0.019651375518699696
33,thing,48,98,0.0035453135386660757,272.3265306122449,0.019878579486772973
34,god,48,148,0.0035453135386660757,180.32432432432432,0.018417042433483213
35,listen,47,67,0.003471452839943866,398.32835820895525,0.02078454865433731
36,us,46,105,0.003397592141221656,254.17142857142858,0.018815895703526382
37,guys,46,88,0.003397592141221656,303.27272727272725,0.019415990440305213
38,see,45,85,0.003323731442499446,313.9764705882353,0.019109189171287913
39,could,43,104,0.003176010045055026,256.61538461538464,0.01761916474324066
40,say,42,83,0.0031021493463328164,321.5421686746988,0.017909107414816366
41,would,42,97,0.0031021493463328164,275.1340206185567,0.017425574246215658
42,real,40,70,0.0029544279488883966,381.25714285714287,0.017559565885542847
43,huh,39,62,0.0028805672501661865,430.4516129032258,0.017470164848542868
44,make,37,84,0.0027328458527217667,317.7142857142857,0.015744341733780996
45,need,37,70,0.0027328458527217667,381.25714285714287,0.01624259844412713
46,man,36,107,0.002658985153999557,249.42056074766356,0.014675312574420299
47,put,35,66,0.002585124455277347,404.3636363636364,0.01551673016542002
48,guy,34,45,0.002511263756555137,593.0666666666667,0.016035189579968773
49,ca,34,88,0.002511263756555137,303.27272727272725,0.014350949455877764
50,people,33,75,0.002437403057832927,355.84,0.014318478419641878
51,wait,33,80,0.002437403057832927,333.6,0.014161172030873146
52,ricks,33,53,0.002437403057832927,503.54716981132077,0.015164735499151311
53,around,31,55,0.0022896816603885073,485.23636363636365,0.014160847899970906
54,world,30,52,0.0022158209616662972,513.2307692307693,0.013828330570744616
55,something,30,87,0.0022158209616662972,306.7586206896552,0.012687926404839107
56,never,30,59,0.0022158209616662972,452.33898305084745,0.013548486286844125
57,whole,29,50,0.0021419602629440876,533.76,0.013451395427445122
58,stupid,29,44,0.0021419602629440876,606.5454545454545,0.013725209429497464
59,give,29,53,0.0021419602629440876,503.54716981132077,0.013326585741678425
60,help,28,70,0.0020680995642218774,381.25714285714287,0.012291696119879991
61,way,28,60,0.0020680995642218774,444.8,0.01261049507365525
62,going,28,99,0.0020680995642218774,269.57575757575756,0.011574841918950345
63,two,28,45,0.0020680995642218774,593.0666666666667,0.013205450242327225
64,shit,28,38,0.0020680995642218774,702.3157894736842,0.013555116926811318
65,life,27,60,0.0019942388654996678,444.8,0.012160120249596135
66,alright,26,30,0.0019203781667774577,889.6,0.013040850137447688
67,fine,26,42,0.0019203781667774577,635.4285714285714,0.012394696200513533
68,everything,26,43,0.0019203781667774577,620.6511627906976,0.012349508747033583
69,home,25,53,0.0018465174680552478,503.54716981132077,0.011488435984205538
70,great,25,47,0.0018465174680552478,567.8297872340426,0.011710284554709384
71,every,24,36,0.0017726567693330379,741.3333333333334,0.01171451427733634
72,tell,24,52,0.0017726567693330379,513.2307692307693,0.011062664456595693
73,pretty,24,45,0.0017726567693330379,593.0666666666667,0.011318957350566192
74,love,24,72,0.0017726567693330379,370.6666666666667,0.010485802235572644
75,old,24,37,0.0017726567693330379,721.2972972972973,0.011665945300269
76,cool,23,49,0.001698796070610828,544.6530612244898,0.010702668377435592
77,earth,23,37,0.001698796070610828,721.2972972972973,0.011179864246091124
78,stuff,22,46,0.001624935371888618,580.1739130434783,0.010339996601722898
79,hell,22,62,0.001624935371888618,430.4516129032258,0.009854964786357515
80,even,22,52,0.001624935371888618,513.2307692307693,0.010140775751879386
81,work,22,42,0.001624935371888618,635.4285714285714,0.01048781986197299
82,bad,22,41,0.001624935371888618,650.9268292682926,0.010526976825909714
83,day,22,38,0.001624935371888618,702.3157894736842,0.01065044901392318
84,much,21,42,0.0015510746731664082,635.4285714285714,0.010011100777337854
85,first,21,44,0.0015510746731664082,606.5454545454545,0.009938944759291267
86,guess,21,44,0.0015510746731664082,606.5454545454545,0.009938944759291267
87,everybody,21,35,0.0015510746731664082,762.5142857142857,0.010293895126453229
88,yes,21,66,0.0015510746731664082,404.3636363636364,0.009310038099252013
89,new,20,28,0.0014772139744441983,953.1428571428571,0.010133340416549627
90,y-you,20,36,0.0014772139744441983,741.3333333333334,0.009762095231113618
91,lot,20,35,0.0014772139744441983,762.5142857142857,0.00980370964424117
92,gun,20,33,0.0014772139744441983,808.7272727272727,0.009890629653138331
93,planet,20,54,0.0014772139744441983,494.22222222222223,0.00916313650726671
94,gotta,19,26,0.0014033532757219884,1026.4615384615386,0.009730673061201185
95,anything,19,45,0.0014033532757219884,593.0666666666667,0.008960841235864903
96,crap,19,41,0.0014033532757219884,650.9268292682926,0.009091479986012936
97,idea,19,30,0.0014033532757219884,889.6,0.009529852023519466
98,keep,19,38,0.0014033532757219884,702.3157894736842,0.00919811505747911
99,looks,19,25,0.0014033532757219884,1067.52,0.009785713577480995
